Age,Height,Sex_mapped,Overweight_Obese_Family_mapped,Consumption_of_Fast_Food_mapped,Frequency_of_Consuming_Vegetables_mapped,Number_of_Main_Meals_Daily_mapped,Food_Intake_Between_Meals_mapped,Smoking_mapped,Liquid_Intake_Daily_mapped,Calculation_of_Calorie_Intake_mapped,Physical_Excercise_mapped,Schedule_Dedicated_to_Technology_mapped,Type_of_Transportation_Used_mapped,Class_mapped
29,171,Female,Yes,No,Sometimes,1 or 2 ,Sometimes,Yes,More than 2 Liters,No,7 days per week,1-2 hours per day,Public Transportation,Normal
29,174,Female,No,No,Always,1 or 2 ,Usually,No,More than 2 Liters,Yes,5-6 days per week,3-5 hours per day,Public Transportation,Normal
29,181,Female,No,Yes,Rarely,3,Usually,No,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Public Transportation,Overweight
30,157,Female,No,No,Always,3,Rarely,No,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Bike,Normal
30,160,Female,No,No,Always,3,Rarely,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Public Transportation,Normal
30,160,Female,No,No,Always,3,Rarely,No,More than 2 Liters,No,1-2 days per week,1-2 hours per day,Public Transportation,Normal
30,162,Female,No,No,Always,3,Rarely,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Public Transportation,Normal
30,162,Female,No,No,Sometimes,1 or 2 ,Rarely,No,Less than 1 Liter,Yes,5-6 days per week,3-5 hours per day,Public Transportation,Normal
30,165,Female,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Walking,Normal
30,168,Female,No,No,Rarely,3,Always,No,More than 2 Liters,No,7 days per week,1-2 hours per day,Public Transportation,Overweight
31,155,Female,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Walking,Overweight
31,158,Female,No,No,Rarely,3,Usually,No,Less than 1 Liter,No,7 days per week,3-5 hours per day,Walking,Overweight
31,160,Female,Yes,No,Sometimes,More than 3,Rarely,No,Between 1 and 2 Liters,Yes,5-6 days per week,1-2 hours per day,Public Transportation,Normal
31,164,Female,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,1-2 days per week,1-2 hours per day,Walking,Normal
31,166,Female,No,No,Sometimes,1 or 2 ,Usually,No,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Bike,Normal
31,167,Female,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Motorbike,Normal
31,154,Female,No,Yes,Sometimes,3,Usually,No,More than 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Normal
31,158,Female,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,Yes,5-6 days per week,3-5 hours per day,Automobile,Overweight
31,160,Female,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Automobile,Normal
32,154,Female,No,Yes,Always,3,Rarely,Yes,More than 2 Liters,No,5-6 days per week,1-2 hours per day,Bike,Normal
32,156,Female,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Normal
32,159,Female,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,1-2 days per week,3-5 hours per day,Walking,Overweight
32,160,Female,No,No,Always,3,Always,No,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
32,160,Female,No,No,Sometimes,3,Sometimes,No,Less than 1 Liter,No,1-2 days per week,3-5 hours per day,Automobile,Normal
32,162,Female,No,No,Always,1 or 2 ,Always,No,Between 1 and 2 Liters,Yes,7 days per week,3-5 hours per day,Automobile,Normal
32,164,Female,No,No,Always,3,Sometimes,No,More than 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Normal
32,165,Female,No,No,Always,3,Sometimes,Yes,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Normal
32,169,Female,No,No,Sometimes,3,Sometimes,Yes,Less than 1 Liter,No,3-4 days per week,More than 5 hourse per day,Automobile,Normal
32,170,Female,No,No,Always,More than 3,Always,Yes,More than 2 Liters,Yes,5-6 days per week,3-5 hours per day,Automobile,Overweight
33,156,Female,Yes,No,Always,3,Sometimes,Yes,More than 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
33,158,Female,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,1-2 days per week,1-2 hours per day,Automobile,Overweight
33,158,Female,No,No,Rarely,3,Rarely,No,Between 1 and 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
33,160,Female,No,Yes,Sometimes,1 or 2 ,Rarely,Yes,More than 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Normal
33,162,Female,No,No,Sometimes,1 or 2 ,Rarely,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Walking,Overweight
33,162,Female,No,No,Always,3,Always,No,Between 1 and 2 Liters,Yes,3-4 days per week,3-5 hours per day,Automobile,Overweight
33,164,Female,No,No,Always,3,Rarely,No,More than 2 Liters,Yes,1-2 days per week,1-2 hours per day,Walking,Normal
33,165,Female,No,No,Rarely,3,Usually,Yes,Less than 1 Liter,Yes,5-6 days per week,1-2 hours per day,Automobile,Normal
33,168,Female,No,No,Always,3,Sometimes,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Normal
33,171,Female,No,No,Always,More than 3,Rarely,No,More than 2 Liters,No,5-6 days per week,More than 5 hourse per day,Automobile,Normal
34,152,Female,No,No,Sometimes,1 or 2 ,Sometimes,No,Less than 1 Liter,No,3-4 days per week,1-2 hours per day,Automobile,Normal
34,155,Female,No,No,Sometimes,1 or 2 ,Rarely,No,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Normal
34,158,Female,No,No,Sometimes,1 or 2 ,Rarely,No,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
34,160,Female,Yes,Yes,Rarely,More than 3,Rarely,Yes,More than 2 Liters,Yes,7 days per week,More than 5 hourse per day,Automobile,Obesity
34,165,Female,Yes,No,Always,3,Rarely,No,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Normal
34,168,Female,No,No,Always,1 or 2 ,Usually,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Normal
34,173,Female,No,No,Always,1 or 2 ,Rarely,No,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Normal
34,178,Female,No,No,Always,3,Sometimes,No,Between 1 and 2 Liters,No,1-2 days per week,3-5 hours per day,Automobile,Normal
35,169,Female,No,Yes,Rarely,More than 3,Rarely,No,More than 2 Liters,Yes,5-6 days per week,1-2 hours per day,Automobile,Overweight
35,157,Female,No,No,Always,3,Sometimes,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Normal
35,158,Female,No,Yes,Sometimes,1 or 2 ,Rarely,No,Less than 1 Liter,No,7 days per week,1-2 hours per day,Automobile,Normal
35,160,Female,No,No,Always,More than 3,Rarely,No,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Automobile,Normal
35,160,Female,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Normal
35,163,Female,No,No,Always,More than 3,Usually,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Normal
35,167,Female,No,No,Always,3,Usually,No,More than 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Normal
35,171,Female,No,No,Always,1 or 2 ,Always,Yes,More than 2 Liters,Yes,5-6 days per week,1-2 hours per day,Automobile,Normal
36,154,Female,No,No,Sometimes,3,Always,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
36,158,Female,No,Yes,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
36,160,Female,No,No,Always,1 or 2 ,Rarely,No,Between 1 and 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Normal
36,163,Female,No,No,Always,1 or 2 ,Rarely,No,Less than 1 Liter,No,7 days per week,More than 5 hourse per day,Automobile,Normal
36,168,Female,Yes,No,Sometimes,3,Rarely,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
36,173,Female,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
37,169,Female,No,No,Always,3,Sometimes,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Normal
37,166,Female,No,No,Always,More than 3,Rarely,Yes,Between 1 and 2 Liters,No,No sports,1-2 hours per day,Automobile,Normal
37,159,Female,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Normal
37,160,Female,No,No,Sometimes,1 or 2 ,Sometimes,No,Between 1 and 2 Liters,No,No sports,3-5 hours per day,Automobile,Normal
37,163,Female,No,No,Sometimes,More than 3,Always,No,More than 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
37,166,Female,No,Yes,Rarely,1 or 2 ,Always,Yes,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
37,173,Female,No,No,Always,3,Sometimes,No,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Automobile,Normal
37,177,Female,No,No,Sometimes,1 or 2 ,Rarely,No,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Normal
38,154,Female,No,Yes,Rarely,3,Rarely,No,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
38,172,Female,Yes,Yes,Always,3,Rarely,No,More than 2 Liters,Yes,No sports,3-5 hours per day,Automobile,Normal
38,179,Female,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,3-4 days per week,More than 5 hourse per day,Automobile,Normal
38,161,Female,No,No,Sometimes,More than 3,Usually,No,Less than 1 Liter,Yes,7 days per week,1-2 hours per day,Automobile,Normal
38,162,Female,No,No,Sometimes,1 or 2 ,Sometimes,No,Less than 1 Liter,Yes,5-6 days per week,3-5 hours per day,Automobile,Normal
38,169,Female,No,No,Always,3,Sometimes,No,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Normal
39,161,Female,No,No,Rarely,1 or 2 ,Usually,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
39,161,Female,No,No,Always,3,Always,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
39,163,Female,No,No,Always,3,Sometimes,No,Between 1 and 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Normal
39,165,Female,No,No,Rarely,3,Usually,Yes,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Normal
39,168,Female,No,Yes,Sometimes,More than 3,Always,No,Less than 1 Liter,No,7 days per week,1-2 hours per day,Automobile,Overweight
39,170,Female,No,Yes,Rarely,More than 3,Always,Yes,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
39,174,Female,No,No,Sometimes,More than 3,Usually,Yes,Between 1 and 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Overweight
40,159,Female,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Automobile,Overweight
40,160,Female,No,No,Sometimes,3,Sometimes,No,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Overweight
40,163,Female,No,No,Rarely,3,Rarely,Yes,More than 2 Liters,No,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
40,165,Female,Yes,Yes,Rarely,More than 3,Sometimes,Yes,More than 2 Liters,Yes,7 days per week,1-2 hours per day,Automobile,Overweight
40,165,Female,No,No,Always,More than 3,Always,No,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
40,168,Female,No,No,Rarely,3,Rarely,Yes,Between 1 and 2 Liters,No,3-4 days per week,More than 5 hourse per day,Automobile,Overweight
41,169,Female,No,No,Always,3,Sometimes,Yes,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Normal
41,157,Female,No,Yes,Always,3,Usually,No,Between 1 and 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
41,159,Female,No,No,Sometimes,1 or 2 ,Rarely,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
41,163,Female,Yes,Yes,Sometimes,1 or 2 ,Sometimes,Yes,Between 1 and 2 Liters,Yes,No sports,3-5 hours per day,Automobile,Overweight
41,164,Female,No,No,Rarely,3,Always,No,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
41,166,Female,No,Yes,Sometimes,More than 3,Usually,No,Less than 1 Liter,No,7 days per week,1-2 hours per day,Automobile,Obesity
41,168,Female,No,No,Sometimes,More than 3,Always,No,More than 2 Liters,Yes,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
41,181,Female,No,No,Sometimes,1 or 2 ,Sometimes,No,Less than 1 Liter,No,5-6 days per week,1-2 hours per day,Automobile,Normal
42,167,Female,Yes,Yes,Rarely,More than 3,Usually,No,Less than 1 Liter,Yes,5-6 days per week,3-5 hours per day,Automobile,Overweight
42,155,Female,Yes,Yes,Rarely,3,Always,Yes,Less than 1 Liter,Yes,5-6 days per week,1-2 hours per day,Automobile,Overweight
42,159,Female,No,Yes,Sometimes,1 or 2 ,Always,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
42,162,Female,No,No,Sometimes,1 or 2 ,Sometimes,No,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
42,165,Female,No,No,Sometimes,1 or 2 ,Always,No,Less than 1 Liter,No,3-4 days per week,More than 5 hourse per day,Automobile,Overweight
42,166,Female,No,Yes,Rarely,More than 3,Usually,No,More than 2 Liters,Yes,7 days per week,3-5 hours per day,Automobile,Overweight
42,169,Female,Yes,Yes,Rarely,More than 3,Always,No,More than 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Obesity
43,155,Female,No,Yes,Rarely,3,Always,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
43,158,Female,Yes,No,Sometimes,3,Usually,No,Between 1 and 2 Liters,Yes,No sports,1-2 hours per day,Automobile,Obesity
43,160,Female,No,No,Always,3,Sometimes,No,Between 1 and 2 Liters,No,3-4 days per week,More than 5 hourse per day,Automobile,Overweight
43,162,Female,No,No,Sometimes,3,Usually,No,Between 1 and 2 Liters,No,1-2 days per week,More than 5 hourse per day,Automobile,Overweight
43,165,Female,No,No,Rarely,More than 3,Usually,No,Between 1 and 2 Liters,Yes,5-6 days per week,1-2 hours per day,Automobile,Overweight
43,165,Female,No,No,Sometimes,3,Sometimes,No,Less than 1 Liter,Yes,5-6 days per week,3-5 hours per day,Automobile,Overweight
43,169,Female,No,No,Sometimes,3,Usually,No,Between 1 and 2 Liters,Yes,5-6 days per week,1-2 hours per day,Automobile,Overweight
43,171,Female,Yes,Yes,Rarely,More than 3,Always,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Obesity
44,167,Female,Yes,Yes,Rarely,More than 3,Usually,No,More than 2 Liters,Yes,7 days per week,1-2 hours per day,Automobile,Obesity
44,156,Female,Yes,Yes,Rarely,More than 3,Usually,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
44,158,Female,Yes,No,Always,3,Sometimes,Yes,More than 2 Liters,No,1-2 days per week,1-2 hours per day,Automobile,Overweight
44,158,Female,No,No,Sometimes,3,Always,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Automobile,Overweight
44,161,Female,No,Yes,Rarely,More than 3,Always,No,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Overweight
44,162,Female,No,Yes,Rarely,3,Rarely,No,Less than 1 Liter,Yes,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
44,168,Female,No,No,Always,3,Always,No,More than 2 Liters,Yes,7 days per week,3-5 hours per day,Automobile,Overweight
45,156,Female,No,Yes,Sometimes,3,Usually,No,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
45,159,Female,No,Yes,Rarely,3,Sometimes,No,More than 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
45,159,Female,Yes,Yes,Rarely,3,Rarely,Yes,More than 2 Liters,Yes,5-6 days per week,3-5 hours per day,Automobile,Overweight
45,160,Female,No,No,Always,3,Rarely,No,Less than 1 Liter,No,No sports,3-5 hours per day,Automobile,Overweight
45,160,Female,No,Yes,Sometimes,More than 3,Always,No,More than 2 Liters,Yes,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
45,162,Female,No,No,Sometimes,1 or 2 ,Sometimes,No,Less than 1 Liter,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
45,163,Female,No,No,Sometimes,1 or 2 ,Always,No,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
45,164,Female,No,Yes,Rarely,3,Usually,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
46,153,Female,No,Yes,Rarely,More than 3,Always,No,More than 2 Liters,No,7 days per week,More than 5 hourse per day,Automobile,Overweight
46,156,Female,Yes,Yes,Rarely,More than 3,Always,Yes,More than 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
46,161,Female,No,Yes,Rarely,More than 3,Rarely,No,Less than 1 Liter,Yes,3-4 days per week,3-5 hours per day,Automobile,Obesity
46,165,Female,No,No,Sometimes,More than 3,Usually,No,More than 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
46,157,Female,No,Yes,Sometimes,3,Usually,No,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
46,159,Female,Yes,Yes,Rarely,More than 3,Rarely,Yes,More than 2 Liters,Yes,7 days per week,3-5 hours per day,Automobile,Obesity
46,158,Female,No,Yes,Rarely,More than 3,Rarely,No,Less than 1 Liter,Yes,No sports,1-2 hours per day,Automobile,Obesity
47,182,Female,Yes,Yes,Sometimes,More than 3,Sometimes,No,More than 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
47,158,Female,No,No,Sometimes,1 or 2 ,Always,No,More than 2 Liters,Yes,7 days per week,3-5 hours per day,Automobile,Overweight
47,159,Female,Yes,No,Sometimes,More than 3,Always,No,More than 2 Liters,Yes,5-6 days per week,3-5 hours per day,Automobile,Overweight
47,162,Female,No,No,Sometimes,1 or 2 ,Rarely,No,Less than 1 Liter,Yes,3-4 days per week,3-5 hours per day,Automobile,Overweight
47,165,Female,Yes,No,Sometimes,More than 3,Always,Yes,More than 2 Liters,No,No sports,3-5 hours per day,Automobile,Overweight
48,156,Female,No,Yes,Rarely,3,Sometimes,No,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
48,157,Female,Yes,Yes,Rarely,More than 3,Usually,Yes,Less than 1 Liter,No,7 days per week,1-2 hours per day,Automobile,Obesity
48,160,Female,Yes,Yes,Rarely,More than 3,Sometimes,No,Between 1 and 2 Liters,Yes,3-4 days per week,3-5 hours per day,Automobile,Overweight
48,162,Female,No,No,Sometimes,1 or 2 ,Rarely,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
48,162,Female,Yes,No,Sometimes,More than 3,Rarely,No,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Obesity
48,165,Female,Yes,Yes,Rarely,3,Rarely,Yes,More than 2 Liters,Yes,7 days per week,3-5 hours per day,Automobile,Overweight
49,156,Female,No,No,Always,3,Always,No,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
49,158,Female,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,Yes,1-2 days per week,3-5 hours per day,Automobile,Overweight
49,160,Female,No,No,Sometimes,3,Always,No,Between 1 and 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
49,169,Female,Yes,Yes,Rarely,More than 3,Rarely,No,More than 2 Liters,Yes,7 days per week,3-5 hours per day,Automobile,Obesity
